indicator,country_name,unit,FINAL_CODE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Gross fixed capital formation,Croatia,"Current prices, million units of national currency",HRV_ITN_ESTAT,4771.8,5256.7,6261.4,7965.1,8554.3,9111.6,10385.9,11464,12968.3,11073.4,9261.9,8955,8603.1,8661.1,8431.9,8774.5,9303.1,9684.1,10431.3,12030.2,11343.3,12222.2,14647,19595.6,21650.5,NA
Gross fixed capital formation,Italy,"Current prices, million units of national currency",ITA_ITN_ESTAT,264206.4,277322,295667.7,297848.6,311288.4,324900.7,341988.4,356687.6,354419.4,321826.5,327450.4,329961.7,301798.7,280671,275476.2,284103.1,294828.8,306672.5,319499.8,327062.5,303972.5,382698.4,435095,485486,487266.9,NA
Gross fixed capital formation,Cyprus,"Current prices, million units of national currency",CYP_ITN_ESTAT,2127.9,2171.8,2488,2605.8,2860.8,3190.8,4012.4,4473.9,5167.4,4377.4,4358,3769.8,3014.3,2540,2326,2302.8,3429.1,4223.9,4052,4372.2,4657.8,4934.9,6037.4,7132.3,7144.8,NA
Gross fixed capital formation,Latvia,"Current prices, million units of national currency",LVA_ITN_ESTAT,1687.8,1988.2,1977,2320.1,3129,4196.7,5755.5,8198,7803.8,4235.5,3458.8,4535.6,5700.6,5481.3,5388.6,5296.8,4941.3,5600.6,6448.2,6718.8,6730.3,7402.3,8404.4,9504.4,9043,NA
Gross fixed capital formation,Lithuania,"Current prices, million units of national currency",LTU_ITN_ESTAT,2556.7,2912,3145.9,3590.3,4176,4911.4,6242.9,8298.7,8513.3,4810.5,4726.3,5840.1,5843,6511.2,6957.1,7337.3,7732.7,8513,9507.5,10438.9,10773.6,12744.9,15050,17701.2,17704.4,NA
Gross fixed capital formation,Luxembourg,"Current prices, million units of national currency",LUX_ITN_ESTAT,4740.9,5224.7,5328,5520.6,5988.4,5858.7,6225,7121,8059.6,7036.7,7133.9,8516,8922.6,9060,9918.9,9371.7,9715.5,10360.6,9722.2,11264.9,11077.8,13253.2,12738.4,13194.8,13250.3,NA
Gross fixed capital formation,Hungary,"Current prices, million units of national currency",HUN_ITN_ESTAT,3397954,3826945,4308676,4519500,5074959,5385269,5719280,6098936,6361249,6004213,5516110,5575593,5552767,6329362,7254846,7799398,7121763,8778803,10835072,13003545,12908499,15145429,18161260,19098421,18780207,NA
Gross fixed capital formation,Malta,"Current prices, million units of national currency",MLT_ITN_ESTAT,977.3,912.1,785,1040.6,1036.2,1159,1100,1269.9,1260.8,1240.6,1428.8,1265.1,1479.2,1406,1506.9,2418.7,2315.8,2343.9,2614.2,2930.1,2863.3,3725.1,4481.5,3991.8,4280.2,NA
Gross fixed capital formation,Netherlands,"Current prices, million units of national currency",NLD_ITN_ESTAT,101869,106692,105682,105638,107266,112352,122832,143885,142837,132856,125004,130753,122368,121128,118012,152468,138952,148357,157069,173484,173694,184425,203422,213665,222797,232207
Gross fixed capital formation,Austria,"Current prices, million units of national currency",AUT_ITN_ESTAT,54601.4,54685.2,53172.7,55777.6,57172.6,58633.6,60714.5,65301.3,68682.5,64880.3,64282.9,69976.6,72666,74876.6,75817.8,78323.3,82948,87584.9,93178,99243.7,95590.1,105070.4,113301.5,117966.4,116347.3,NA
Gross fixed capital formation,Poland,"Current prices, million units of national currency",POL_ITN_ESTAT,178993,161504,151083,155133,174341,189869,222053,269914,299619,297676,282713,319013,315100,307917,341777,366275,342348,348928,402796,443016,434716,450540,509661,611378,622571,NA
Gross fixed capital formation,Portugal,"Current prices, million units of national currency",PRT_ITN_ESTAT,35960,37177.4,36860.4,34706.4,35662.8,36667.8,37463.2,39500.7,40929,37191.1,37137.6,32590.8,26760.9,25312.8,26169.8,28082.3,29311.6,33404,36548.6,39536.5,39193.9,44387.7,50189.9,55384.3,59160.3,NA
Gross fixed capital formation,Romania,"Current prices, million units of national currency",ROU_ITN_ESTAT,15462.8,24698.8,32683.1,43642.3,54554,67019.4,91230.2,150450.2,201287.3,138060.8,138739.7,157192.5,167779.8,154151.1,164635.3,177582.7,173274.5,194831.1,202151,246504.5,249549.8,290609.4,347865.8,422311.2,444926.7,NA
Gross fixed capital formation,Slovenia,"Current prices, million units of national currency",SVN_ITN_ESTAT,5168.6,5572.7,5786.5,6411.3,7187.6,7742.2,8731.6,10049,11166.5,8748.5,7650.6,7387.6,6887.6,7148.3,7244.2,7282.1,7114.3,7883,8878.9,9514.9,8891.5,10510.7,12507.3,13831.6,14104.8,NA
Gross fixed capital formation,Slovakia,"Current prices, million units of national currency",SVK_ITN_ESTAT,8511.4,10206.2,10606.6,10430.8,11371.1,13623.7,14862.5,16572.2,17571.2,13899.9,15016.6,17149.2,15520,15817.6,16212.9,19547.7,17679.3,18074.1,19269.2,20499.1,18657.5,19968.9,23025.7,26111.2,26586.3,NA
Gross fixed capital formation,Finland,"Current prices, million units of national currency",FIN_ITN_ESTAT,31460,33084,32076,33056,35336,37743,39358,45263,47583,41720,42937,45280,46718,45444,44705,45023,49728,53231,57033,58248,58284,60750,65640,63879,60865,NA
Gross fixed capital formation,Sweden,"Current prices, million units of national currency",SWE_ITN_ESTAT,523750,555575,564083,569972,603268,629617,703233,778676,813894,733520,782994,830127,828987,835789,899482,983314,1048624,1124621,1176008,1197155,1229784,1360714,1488467,1561103,1603504,NA
Gross fixed capital formation,Iceland,"Current prices, million units of national currency",ISL_ITN_ESTAT,174234.5,185894.4,169189.3,187905,241479.5,314269.4,434019.1,408097.6,403243.2,249359.5,236722.9,271238.2,295020.2,306504.7,358500.4,446404.4,526473.1,576925.2,625735.9,631008.3,626824,749155.7,937615.9,1090106.7,1228139.3,NA
Gross fixed capital formation,Liechtenstein,"Current prices, million units of national currency",LIE_ITN_ESTAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gross fixed capital formation,Norway,"Current prices, million units of national currency",NOR_ITN_ESTAT,298800,305493,303273,306005,350289,405383,464307,554438,589599,564867,537688,600817,665383,724129,749617,741527,780832,809386,850304,957750,949737,992163,1053488,1104630,1142620,NA
Gross fixed capital formation,Switzerland,"Current prices, million units of national currency",CHE_ITN_ESTAT,131257.7,131796.2,132601.8,131161.4,139210.7,144120.6,152165.4,163113.2,167428.9,155611.9,161385.9,165408.1,171150.3,174229.8,178742.8,180061.7,184038.8,191464.1,195583,197600,196156.9,205706.9,215223,224331.1,225873.1,NA
Gross fixed capital formation,United Kingdom,"Current prices, million units of national currency",GBR_ITN_ESTAT,196074,203211,210807,218069,226740,240776,258308,276702,277632,248842,256606,258901,268984,284080,309788,330807,353218,372333,381249,399508,NA,NA,NA,NA,NA,NA
Gross fixed capital formation,Bosnia & Herzegovina,"Current prices, million units of national currency",BIH_ITN_ESTAT,3676.7,3678.4,4050.4,4089,4306.3,5185.3,4666.6,6185.4,7499.4,5994,5374.9,5889.7,5851.2,5746.4,6402.4,6177.4,6383.3,7054.5,7746.3,8253.4,8039.7,8465.8,10299.4,11877.6,13096.8,NA
Gross fixed capital formation,Montenegro,"Current prices, million units of national currency",MNE_ITN_ESTAT,NA,NA,NA,NA,NA,NA,493,880.7,1209.6,812.3,688.1,650.5,643.3,680.2,668.6,748.5,981.4,1157.6,1369.6,1352,1169,1095,1292.8,1444.6,1610,NA
Gross fixed capital formation,North Macedonia,"Current prices, million units of national currency",MKD_ITN_ESTAT,50467.4,55512.2,55074.9,53937,59605.1,58720,67248.1,84627.4,106872.9,101819.6,100850.9,109219.1,109070.7,119003.3,123549,133254.1,145039.9,139018,132387.2,145756,144506.5,171094.4,196027.3,222676.7,226482.1,NA
Gross fixed capital formation,Albania,"Current prices, million units of national currency",ALB_ITN_ESTAT,167165.7,215024.4,228358.5,253548.4,290270.2,317080.4,344476.3,366375.7,390000.6,403848.8,379064.3,414826,379220.7,376018.5,372081.2,376819.4,381403.7,414654.8,430477.7,421244,417268.1,508015.7,552372,574200.3,613221.2,NA
Gross fixed capital formation,Serbia,"Current prices, million units of national currency",SRB_ITN_ESTAT,53728.2,107647.8,169329.5,225576.8,303915.8,363960.7,473629.6,619234.8,709143.2,590175.9,593735.5,651142.2,791547.1,703528.8,689131.3,755014.4,798473.5,880674.7,1054939.1,1262927.6,1236389.5,1515858.3,1783798.5,2060971.1,2319639.1,NA
Gross fixed capital formation,Turkey,"Current prices, million units of national currency",TUR_ITN_ESTAT,38325.4,44795.1,71389.7,99144.3,149925.5,183560,232183.3,254487.4,275568.8,232725.8,292580.5,395756.6,435665.9,527456.7,599823.1,706498.2,790135.4,953649,1153188.2,1164911.5,1437139.3,2110611.6,4681281.4,8906058.3,13962813.9,NA
Gross fixed capital formation,Ukraine,"Current prices, million units of national currency",UKR_ITN_ESTAT,34776,41750,44969,57083,80177,100017,137805,203696,256686,173474,183867,229403,266795,247054,224327,269422,368691,470327,628296,700617,564315,719771,621856,1318159,NA,NA
Exports of goods and services,Belgium,"Current prices, million units of national currency",BEL_XTN_ESTAT,185994.4,189295.4,193550.7,194130.8,210463.8,230304.7,249732.6,269059.8,284492,238532.5,275440.5,304024.1,310537.9,311397.3,321522.8,323611.6,341137.5,369998.5,383597.8,397783.1,367276.2,453546.6,529995.6,498425.4,491708.6,NA
Exports of goods and services,Bulgaria,"Current prices, million units of national currency",BGR_XTN_ESTAT,5208.3,5526.3,5861,6447.2,8627.9,10223.9,12876.4,16996.7,19545.9,15797.1,19182.3,24384.9,25499.1,27153.1,27772.4,29212.3,31133.1,35170.7,36914.3,39348.4,34933,44125.9,60237.1,58610.3,59057.2,NA
Exports of goods and services,Czechia,"Current prices, million units of national currency",CZE_XTN_ESTAT,1147590,1260071,1211053,1319344,1756929,2030936,2290674,2551181,2545047,2307165,2617047,2877013,3093106,3150955,3561541,3722035,3782810,4023544,4140220,4247338,3949325,4450124,5104772,5239442,5548729,NA
Exports of goods and services,Denmark,"Current prices, million units of national currency",DNK_XTN_ESTAT,595083.5,624791.8,644557,629848.9,661562.6,753301.6,854153.6,895932.4,976723,812859.8,917158.1,999752.7,1042646.2,1063024.5,1085844.6,1133145.7,1129440.1,1211849.1,1278445.9,1358007.8,1280484.2,1511717.8,2003270.9,1932435.8,2078142.2,NA
Exports of goods and services,Germany,"Current prices, million units of national currency",DEU_XTN_ESTAT,632097,670963,693476,700653,778148,836166,945469,1033077,1060281,884225,1032906,1143913,1194889,1194757,1244335,1314624,1330343,1406671,1459356,1497693,1349915,1565725,1820295,1812922,1793668,1811274
Exports of goods and services,Estonia,"Current prices, million units of national currency",EST_XTN_ESTAT,3803.4,4279.7,4533.6,4998.5,5972,7422.5,8584.6,10267,11033.1,8601.3,11063.1,14443.1,15445.6,15992.5,16412.6,15975.5,16747.5,18068.2,19273.8,20505.3,18987.4,25041.8,31737.9,29829.2,30152.6,NA
Exports of goods and services,Ireland,"Current prices, million units of national currency",IRL_XTN_ESTAT,102408.1,116258.7,123009.4,117685.2,125751.1,135441,146147.9,159304.6,157941.9,158596.1,172819.8,177294.2,183371.9,200735.8,230879.2,344948.5,356446.1,396238.8,422166.5,477332.6,533702.1,611668.7,726433.3,716393.1,810337,NA
Exports of goods and services,Greece,"Current prices, million units of national currency",GRC_XTN_ESTAT,32694,34146.5,32389.2,32858,38932.1,40887.9,44520.5,49864.8,54395.4,43888.3,48583.6,51494.6,53847.2,54017,57249.8,56442.9,54391.8,61691.1,69773.3,73258.2,52691.9,74310.5,101913.7,98499.8,99693.5,NA
Exports of goods and services,Spain,"Current prices, million units of national currency",ESP_XTN_ESTAT,185133,195405,199164,205612,218354,231479,253088,279332,284202,246631,278203,314071,324254,335957,345132,361994,377059,408343,422779,434731,344196,417060,545828,566403,590793,617132
Exports of goods and services,France,"Current prices, million units of national currency",FRA_XTN_ESTAT,438490,450309.1,453465.4,440246.5,467075.9,496255.3,534014.1,559242.7,581061.2,501013.8,555437.6,609132.8,633913.6,648642.9,662096.6,697701.1,702983.1,740484,775337.9,799942.1,662035.3,784736.3,971788.9,973920.4,989546.9,NA
Exports of goods and services,Croatia,"Current prices, million units of national currency",HRV_XTN_ESTAT,8409.3,9564.1,10156.3,11075.3,12296.8,13170.9,14826.6,16208.5,16748.1,14341.9,15794.1,17191.4,17336,17785.5,19031.7,20882.7,22175.3,24327.3,25644.2,27722.8,20947.3,29047.2,40237.9,41626.4,43073.8,NA
Exports of goods and services,Italy,"Current prices, million units of national currency",ITA_XTN_ESTAT,318171.5,334498.2,329564,324994.1,348699.3,367450.6,406392.4,441837,439575.8,352894,403170,440244.9,456969.7,456829.8,468225.5,484747.5,490977.4,525788.2,547785.4,558356.4,479725.2,574339.2,701306.3,714163.2,714987.2,NA
Exports of goods and services,Cyprus,"Current prices, million units of national currency",CYP_XTN_ESTAT,7412.6,7787.3,7411.9,7419.7,7882.9,8254.9,8549.7,9326.5,9520.3,9099.1,9795.7,10615,10776.7,11058.1,11530.2,12564,13401.7,14998,16249.2,17728.2,17820,23306.5,31028.7,31268.1,33734.1,NA
Exports of goods and services,Latvia,"Current prices, million units of national currency",LVA_XTN_ESTAT,2526.6,2839,3071.6,3450.3,4318,5870.7,6836.2,8686.9,9629,8020.7,9633.4,11814.8,13471.2,13739.3,14488.4,14862.9,15171.3,16687.4,17981.6,18490.3,18311.8,21569.2,27969.3,26108.3,26368.5,NA
Exports of goods and services,Lithuania,"Current prices, million units of national currency",LTU_XTN_ESTAT,5152.9,6251.6,7197,7695.8,8886,11566.2,13719.4,14981.7,18819.2,13929.8,17925.5,22824.3,26135.6,27565.1,26437.5,25686,26285.3,31116.8,34244.4,37825,36409,45134,58537.8,56431.5,58410.4,NA
Exports of goods and services,Luxembourg,"Current prices, million units of national currency",LUX_XTN_ESTAT,33937.7,34912.6,34105.6,34842.4,40517.8,46579.5,57325.3,63831.9,64613.3,57765.8,68993.4,75123.5,79658.4,86594.5,94665.5,103864.1,107412.9,112118.9,118712.3,128937.1,131860.3,157486.4,170579.9,178502.5,165063.7,NA
Exports of goods and services,Hungary,"Current prices, million units of national currency",HUN_XTN_ESTAT,8908892,9986833,10127503,10766594,12561285,14112626,17951176,20023844,21569760,19679590,22285864,24558211,24895842,25911330,28568207,30588880,31268693,33729046,36322620,38863299,38112975,44121363,59204980,61163722,61404119,NA
Exports of goods and services,Malta,"Current prices, million units of national currency",MLT_XTN_ESTAT,3719.1,3348.2,3713.3,3592.6,3680.3,3815.8,4798.4,5249.7,5704.7,5095.1,6150,6852.9,7539.2,7939.9,8673.7,11114,12294.8,14620,16872.4,18172.7,18664.5,19815.2,23074.4,25053.8,27391.8,NA
Exports of goods and services,Netherlands,"Current prices, million units of national currency",NLD_XTN_ESTAT,300449,306052,302268,305024,332743,362770,400318,427909,453341,388198,445533,493159,523792,534924,552282,587250,582690,639580,685372,707965,663307,770745,958476,918720,925247,953466
Exports of goods and services,Austria,"Current prices, million units of national currency",AUT_XTN_ESTAT,92590.4,98392.9,102755,103342.1,113581.9,123530.6,136166.4,149261.3,156424.9,130217.3,151683,167310.3,171988.8,173089.6,177786.4,182659,187305.6,199536.7,213470.1,221183.5,196484,227302.5,276043.4,279471.6,275099.5,NA
Exports of goods and services,Poland,"Current prices, million units of national currency",POL_XTN_ESTAT,203501,212482,233212,282529,319278,342939,404212,457587,486085,509044,575106,661829,714158,749562,790459,853420,931234,1032215,1121740,1217425,1238965,1518076,1933458,1976804,1906354,NA
Exports of goods and services,Portugal,"Current prices, million units of national currency",PRT_XTN_ESTAT,36218.8,37253,38594.2,39974.7,42122.6,42942.7,50472.4,54740.6,55989.5,47877.7,54007.7,60673.7,63578.7,67526,69595.2,72990.7,75214.1,83956.9,89538,93631.5,74896.8,89949.7,120714.1,127486.1,132476.2,NA
Exports of goods and services,Romania,"Current prices, million units of national currency",ROU_XTN_ESTAT,17459.6,25950.5,36565,46468.5,62992.4,70382.2,84906.5,105191.8,141195.6,138157.9,171006.2,206921.7,221825.6,254203.4,277439.8,294633.1,319025.6,360527.4,398223.9,427481.4,393243.8,482641.7,602481.5,624283.2,626322.5,NA
Exports of goods and services,Slovenia,"Current prices, million units of national currency",SVN_XTN_ESTAT,9452,10943.2,12320.9,13063.7,15210.6,17413.2,20414.9,23814.6,25149.8,20768.3,23375.6,26035.5,26427.5,27016.2,28569.1,29896,31385,35755.1,38901.6,40623.4,36583.2,43551.1,53648.6,53442.2,54553,NA
Exports of goods and services,Slovakia,"Current prices, million units of national currency",SVK_XTN_ESTAT,16861.5,19644.6,21281.9,25870.5,31896.2,36515.5,45800.7,52678.3,54985.5,43619,52975.3,60622.3,67024.9,69327.4,69243,72896.4,75346.3,79822.3,85696,86836.3,79510.7,92478.7,108934.4,113029.9,111305.9,NA
Exports of goods and services,Finland,"Current prices, million units of national currency",FIN_XTN_ESTAT,57348,57510,58110,56634,61305,66325,74474,81986,87225,65576,72273,77021,78017,77838,75767,75210,76220,85762,90789,96882,85606,99311,123180,116760,115650,NA
Exports of goods and services,Sweden,"Current prices, million units of national currency",SWE_XTN_ESTAT,1041685,1074540,1071614,1089643,1207231,1326914,1483878,1580684,1662496,1444640,1593814,1682510,1669824,1626105,1722559,1849404,1886161,2009287,2194979,2424758,2220062,2572582,3159015,3390786,3475848,NA
Exports of goods and services,Iceland,"Current prices, million units of national currency",ISL_XTN_ESTAT,227981.4,296367.5,303349.5,286009,314513.4,322232.5,372685.9,455476.2,640625.3,792374.4,870526.7,963137.1,1012820.3,1048408.7,1073212.8,1198680,1209619.5,1222801.8,1342664.1,1369770.9,1018690.2,1244827,1844231.6,1923025.5,1943768.3,NA
Exports of goods and services,Liechtenstein,"Current prices, million units of national currency",LIE_XTN_ESTAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Exports of goods and services,Norway,"Current prices, million units of national currency",NOR_XTN_ESTAT,688357,704786,632992,644316,735100,867554,990898,1013873,1211901,971253,1046057,1170652,1231627,1231848,1256100,1207474,1119846,1220651,1367006,1317951,1114985,1860860,3181752,2444264,2467957,NA
Exports of goods and services,Switzerland,"Current prices, million units of national currency",CHE_XTN_ESTAT,242467.3,242063.3,233886.3,232825.7,258609.7,282119.8,315830.2,365892,390753.7,353332.3,409480.4,427539.5,441251.5,476598.9,439542.5,429898.9,455980.3,456767.5,483485.3,484074.9,451242,537351,614490,586591.7,608036.9,NA
Exports of goods and services,United Kingdom,"Current prices, million units of national currency",GBR_XTN_ESTAT,276134,286801,287720,300545,313481,349105,401162,392109,429839,408751,453703,509890,513317,531790,525324,523366,563248,622868,661601,689274,NA,NA,NA,NA,NA,NA
Exports of goods and services,Bosnia & Herzegovina,"Current prices, million units of national currency",BIH_XTN_ESTAT,2586.6,2797.9,2674.3,3032.2,3605.4,4291.9,5266.7,6110.8,6851.4,6202,7532.3,8403.4,8483.2,9036,9299,10158.4,10867.8,12824.3,14250.3,14328.3,12012.9,16763,22036.7,21930.8,21878.6,NA
Exports of goods and services,Montenegro,"Current prices, million units of national currency",MNE_XTN_ESTAT,NA,NA,NA,NA,NA,NA,880,1156.4,1226.4,1027.8,1145.7,1374.3,1338.1,1390.1,1388.1,1544.6,1605.4,1764.8,1999.5,2171.2,1088.1,2122.9,3052.1,3479.9,3344.3,NA
Exports of goods and services,North Macedonia,"Current prices, million units of national currency",MKD_XTN_ESTAT,81920.8,73695.3,68009.5,74310.8,86213.4,107363.2,126541.3,164506.9,179334.3,136019.3,173999.3,218744.8,211764.2,217802.8,251484.1,272423.2,301346.1,340859.7,399006.1,432289.6,386653,477377.4,593990.4,608531.3,594640.6,NA
Exports of goods and services,Albania,"Current prices, million units of national currency",ALB_XTN_ESTAT,100817.6,120202.9,127871.7,141290.7,163889.2,185062,220013.1,272741.1,273437.2,288738,346845.7,380322.5,385682,390385.6,393657.4,391098.1,426693.5,489535.7,516747.5,529638.5,373271.5,581151.9,799640.9,908326.5,913587.6,NA
Exports of goods and services,Serbia,"Current prices, million units of national currency",SRB_XTN_ESTAT,38146.4,179438.4,221586.9,299700.9,383674.8,521796.5,647646.1,688747,827382.7,804262.8,1048658.4,1192304.4,1365927,1642525.5,1750818.5,1949566.9,2182747.6,2384472.1,2573677.7,2775714,2657565.3,3441917.3,4531151.6,4856428.7,5223484.2,NA
Exports of goods and services,Turkey,"Current prices, million units of national currency",TUR_XTN_ESTAT,34241.2,67644.3,91688.9,109796.2,139475.4,151063.1,181282.9,198091.9,241419.5,240788.3,253908.1,332150,396968.8,447005.2,532445.7,595124.6,621524.1,836400,1207714.2,1453992,1477727.9,2605817,5845467.6,8645861.1,12291905.8,NA
Exports of goods and services,Ukraine,"Current prices, million units of national currency",UKR_XTN_ESTAT,106200,106958,117347,145731,209867,218280,244193,310131,428627,406554,507869,647608,670319,629401,771129,1045928,1175953,1434713,1610511,1639866,1639060,2217860,1857010,1875744,NA,NA
Imports of goods and services,Belgium,"Current prices, million units of national currency",BEL_MTN_ESTAT,178650.1,179654.9,178310,179065.6,195937,217789.7,236588.4,254850.6,282125.5,231390.9,270013.6,304867.9,311644.9,310413.9,320626.1,320757.7,340372.4,370066.2,389624.4,395532.7,360581.4,444089.5,543109.7,500597.3,494100.7,NA
Imports of goods and services,Bulgaria,"Current prices, million units of national currency",BGR_MTN_ESTAT,5971.6,7002.7,7250.2,8354.2,10976.9,13746.9,17561.2,23107.2,26895.8,18885.8,20401.6,24319.2,26884.5,27388.1,28265.7,28829.4,28736.3,32888.7,35418.6,37304,33370.3,42353,59278.1,54724.9,56423.8,NA
Imports of goods and services,Czechia,"Current prices, million units of national currency",CZE_MTN_ESTAT,1192079,1293585,1246746,1362188,1737631,1954431,2194547,2457683,2457689,2153199,2494981,2723420,2898330,2915049,3286299,3442613,3411366,3628980,3807411,3888406,3556408,4215351,5047854,4863076,5045058,NA
Imports of goods and services,Denmark,"Current prices, million units of national currency",DNK_MTN_ESTAT,506040.1,526859.2,547925.5,532220.1,576487,668209.4,787774.1,848043,913898,733250.2,793993,885988.1,932867.1,942458.7,958000,1001217.2,1002610.7,1070046.3,1162841.8,1219565.2,1149256,1356142,1733886.8,1681427.7,1778459.3,NA
Imports of goods and services,Germany,"Current prices, million units of national currency",DEU_MTN_ESTAT,628568,636679,603467,619510,664323,720969,819800,870635,910502,765265,899385,1010571,1025826,1029231,1049181,1085745,1098208,1174984,1257828,1299349,1166817,1377184,1721715,1645332,1630146,1700850
Imports of goods and services,Estonia,"Current prices, million units of national currency",EST_MTN_ESTAT,4003.4,4555.9,5113,5737.6,6736.6,7997.4,9956.4,11708.8,11682,7899.8,10116.7,13473.3,15148.9,15550.5,15755.7,15227.2,16035.8,17101.5,18661.5,19455.8,19289.2,25431.9,32038.2,29462.3,30032.5,NA
Imports of goods and services,Ireland,"Current prices, million units of national currency",IRL_MTN_ESTAT,87409.3,97202.9,99645.5,95630.7,103306.5,116912,131266.7,142993.7,141784.7,135675.6,145099.1,145237.6,152838,164610.6,192740.3,264156.4,304989.2,323191.6,323355.9,459886.1,454137.1,424384.6,511602.9,541117.4,575092.8,NA
Imports of goods and services,Greece,"Current prices, million units of national currency",GRC_MTN_ESTAT,47794.5,49683.7,47146.7,50524.1,55190.6,57191.3,64996.4,75153.1,81935.2,64785.7,65274.3,63047.5,62143.1,58114.2,59720.9,58019.3,56657.6,64039.2,73342.9,75979.5,65077.9,88138.5,121907.9,109270,112839.8,NA
Imports of goods and services,Spain,"Current prices, million units of national currency",ESP_MTN_ESTAT,204196,211248,213961,223308,250202,276196,310542,341622,336848,255922,289381,311239,303064,296550,313554,329214,332529,365832,389560,397309,327078,404834,533753,508954,524445,554896
Imports of goods and services,France,"Current prices, million units of national currency",FRA_MTN_ESTAT,412997.4,420197.7,416708,413071.9,444578,487369.7,534264.8,567682,596616.5,509477.6,574092.5,640641.1,653702.2,662142.4,677509.6,700292.1,710712.7,758179.9,798097.7,815748,702012.7,815144.1,1044267.2,1022356.9,999144,NA
Imports of goods and services,Croatia,"Current prices, million units of national currency",HRV_MTN_ESTAT,9469.2,10896.4,12809.9,14300.3,15162.7,16314,18154.2,19812.5,21463.7,16798.9,16523.6,17950.5,18052.6,18677.8,19203.2,20786.2,21651.5,24034.8,26094.6,27948.5,24493,30654.5,44556.2,43323.4,47051.4,NA
Imports of goods and services,Italy,"Current prices, million units of national currency",ITA_MTN_ESTAT,307620.3,318024.1,319342.4,318640.7,340140.4,368926.7,419143,447317.3,451554.1,362195.2,432694.4,462557,439238.4,419205.2,422580.2,437301.9,437012.7,478743.1,505972.3,500526,421070.6,536729.2,737635.7,680824.3,666896.6,NA
Imports of goods and services,Cyprus,"Current prices, million units of national currency",CYP_MTN_ESTAT,7155,7265.7,7273,7224.5,7900.1,8333.8,9019.3,10159.5,11946.4,10097.6,11397.8,11351.5,11125.2,10757.4,11345.1,12069.1,13031.7,15067.1,15944.2,17491.5,18127.4,22102.7,29967.8,30606.6,32469.3,NA
Imports of goods and services,Latvia,"Current prices, million units of national currency",LVA_MTN_ESTAT,3073.7,3613.5,3923,4648.5,6017,7823.8,10386.7,13012,12734.6,8397.7,10011,12986.9,14642.2,14732.9,15148.9,15145.1,15042.4,16800.3,18120.8,18554.7,17892.3,22593.9,29734,27557.8,27011.9,NA
Imports of goods and services,Lithuania,"Current prices, million units of national currency",LTU_MTN_ESTAT,5979.4,7027.4,8059.9,8660.3,10172.5,13081.8,16187.4,18783.7,22609.8,14403.2,18486.9,23665.2,25931.8,27056.9,25734.6,26055.4,26002.5,30146.9,33391.2,35233.8,31848.6,42610,59948.9,53550.8,54096,NA
Imports of goods and services,Luxembourg,"Current prices, million units of national currency",LUX_MTN_ESTAT,28679.1,29745.9,28594.6,29408.6,34248,39441.9,47209.1,51911.3,52300,45145.6,55531.5,61709.5,65404.3,70769.8,78021.7,86246.8,88437.1,93678.8,99106.7,109900.8,110386.9,132850.1,145688.5,152067.3,137660,NA
Imports of goods and services,Hungary,"Current prices, million units of national currency",HUN_MTN_ESTAT,9402300,10189418,10499808,11550009,13507629,14781169,18344841,20012806,21582106,18779679,21005532,22953551,23160829,23996196,26698403,27937375,28272606,31188161,34540086,37805806,37308203,44323969,62803439,58089133,57920424,NA
Imports of goods and services,Malta,"Current prices, million units of national currency",MLT_MTN_ESTAT,4092.5,3536.4,3600.3,3766.9,3959.4,4283.7,5017.6,5430.2,5879.6,5188.8,6080.3,6652.1,7360.9,7297.1,7549.9,10064.4,10885.3,12087.1,14328.2,15842,16144.3,16898.6,20915.5,21206.7,22958.3,NA
Imports of goods and services,Netherlands,"Current prices, million units of national currency",NLD_MTN_ESTAT,267806,270944,264753,268084,288975,313454,346885,380442,394338,337192,390921,436786,459562,467765,477303,533708,504526,559140,602285,625277,579621,683862,871221,814319,801439,819749
Imports of goods and services,Austria,"Current prices, million units of national currency",AUT_MTN_ESTAT,89745.1,94647.4,94387.1,96957.9,106451.8,115385.8,126538.1,136799,143428.7,120560.3,141323.4,158653.7,163092,164114.7,167171.4,170089.3,173956.4,188165.3,201871.5,207000.1,183637,223748.2,279301.2,270772,262595.1,NA
Imports of goods and services,Poland,"Current prices, million units of national currency",POL_MTN_ESTAT,252091,242041,262136,305786,346060,355460,429809,502823,553666,522257,610303,697601,726878,731267,783493,816001,876245,975921,1078301,1133088,1106437,1432863,1881249,1780849,1760210,NA
Imports of goods and services,Portugal,"Current prices, million units of national currency",PRT_MTN_ESTAT,50400.6,51125.6,50228.8,49329.7,54105.3,56857.5,63494.3,68003.2,73100.2,59990.6,67738.4,68051.8,64411.5,65653,69336.3,71662,73000.2,81850.1,88268.1,92483.5,78910.6,95961.1,126570.9,124309.2,127130.3,NA
